Timestamp,accel radians per second per second,predicted accel radians per second per second,velocity radians per second,applied_voltage volts,residual radians per second per second,raw velocity radians per second
14.127000,-0.511938,-0.710844,3.207906,0.001388,0.198906,3.202485
14.140000,-0.500242,-0.708493,3.200443,0.001388,0.208252,3.202485
14.152000,-0.510273,-0.706339,3.193604,0.001388,0.196066,3.202485
14.166000,-0.504045,-0.704323,3.187204,0.001388,0.200279,3.157380
14.178000,-0.495904,-0.702686,3.182007,0.001387,0.206783,3.202485
14.191000,-0.497135,-0.700331,3.174529,0.001388,0.203196,3.157380
14.206000,-0.493807,-0.697666,3.166068,0.001388,0.203859,3.157380
14.226000,-0.500538,-0.694733,3.156754,0.001388,0.194195,3.202485
14.240000,-0.488468,-0.692221,3.148782,0.001387,0.203753,3.157380
14.252000,-0.490023,-0.690669,3.143853,0.001387,0.200646,3.157380
14.264000,-0.487329,-0.689146,3.139016,0.001387,0.201816,3.112274
14.275000,-0.490540,-0.687251,3.133002,0.001388,0.196711,3.157380
14.285000,-0.506823,-0.685922,3.128781,0.001388,0.179099,3.112274
14.296000,-0.491520,-0.684398,3.123943,0.001388,0.192878,3.112274
14.306000,-0.499171,-0.683078,3.119754,0.001388,0.183907,3.112274
14.317000,-0.502835,-0.681552,3.114907,0.001388,0.178716,3.112274
14.327000,-0.488240,-0.679772,3.109257,0.001387,0.191532,3.112274
14.338000,-0.484872,-0.678377,3.104828,0.001388,0.193505,3.112274
14.349000,-0.491134,-0.676472,3.098781,0.001388,0.185338,3.112274
14.360000,-0.494157,-0.674559,3.092705,0.001388,0.180402,3.067169
14.371000,-0.506638,-0.673049,3.087913,0.001388,0.166411,3.067169
14.382000,-0.503282,-0.671044,3.081545,0.001388,0.167761,3.112274
14.394000,-0.508810,-0.669348,3.076161,0.001388,0.160538,3.067169
14.406000,-0.498437,-0.667213,3.069383,0.001388,0.168776,3.067169
14.417000,-0.500714,-0.664720,3.061469,0.001388,0.164006,3.067169
14.429000,-0.484300,-0.662706,3.055075,0.001388,0.178406,3.067169
14.443000,-0.491254,-0.660343,3.047571,0.001388,0.169089,3.067169
14.456000,-0.494550,-0.658110,3.040481,0.001387,0.163559,3.022063
14.469000,-0.490222,-0.657123,3.037349,0.001387,0.166902,3.067169
14.482000,-0.495790,-0.655549,3.032353,0.001388,0.159759,3.022063
14.494000,-0.497594,-0.654051,3.027596,0.001388,0.156457,3.022063
14.506000,-0.508807,-0.651948,3.020920,0.001388,0.143141,3.022063
14.520000,-0.490021,-0.649467,3.013040,0.001387,0.159446,2.976958
14.534000,-0.495124,-0.647149,3.005681,0.001387,0.152025,3.022063
14.545000,-0.496865,-0.645266,2.999705,0.001388,0.148401,2.976958
14.556000,-0.495839,-0.643375,2.993699,0.001388,0.147535,2.976958
14.567000,-0.491947,-0.641506,2.987766,0.001388,0.149558,3.022063
14.579000,-0.498863,-0.639945,2.982810,0.001388,0.141081,2.976958
14.590000,-0.488322,-0.638070,2.976859,0.001387,0.149748,2.976958
14.601000,-0.474975,-0.636302,2.971246,0.001388,0.161328,2.976958
14.613000,-0.485160,-0.634378,2.965137,0.001387,0.149218,2.931852
14.623000,-0.492665,-0.632673,2.959722,0.001388,0.140008,2.976958
14.635000,-0.482958,-0.631185,2.954998,0.001388,0.148226,2.931852
14.646000,-0.483498,-0.629385,2.949284,0.001388,0.145887,2.976958
14.657000,-0.481087,-0.627607,2.943638,0.001388,0.146519,2.976958
14.668000,-0.475571,-0.625859,2.938089,0.001388,0.150288,2.976958
14.679000,-0.479007,-0.624645,2.934234,0.001388,0.145638,2.931852
14.690000,-0.465741,-0.622985,2.928963,0.001388,0.157244,2.931852
14.704000,-0.476093,-0.620877,2.922272,0.001388,0.144784,2.886747
14.723000,-0.469401,-0.618589,2.915007,0.001388,0.149188,2.886747
14.734000,-0.471741,-0.616947,2.909794,0.001388,0.145206,2.886747
14.748000,-0.471466,-0.614870,2.903201,0.001387,0.143404,2.886747
14.760000,-0.467087,-0.613108,2.897605,0.001387,0.146021,2.931852
14.770000,-0.471175,-0.611073,2.891146,0.001388,0.139898,2.886747
14.781000,-0.460049,-0.609479,2.886085,0.001388,0.149430,2.886747
14.792000,-0.473237,-0.607893,2.881050,0.001388,0.134656,2.886747
14.803000,-0.469014,-0.605753,2.874256,0.001388,0.136739,2.886747
14.814000,-0.463620,-0.604669,2.870815,0.001388,0.141049,2.841642
14.826000,-0.467441,-0.602953,2.865365,0.001388,0.135511,2.886747
14.837000,-0.468174,-0.601365,2.860326,0.001388,0.133192,2.886747
14.848000,-0.451717,-0.599367,2.853982,0.001388,0.147651,2.841642
14.862000,-0.458730,-0.596955,2.846324,0.001388,0.138225,2.841642
14.872000,-0.451912,-0.595607,2.842041,0.001388,0.143695,2.841642
14.883000,-0.454593,-0.593628,2.835760,0.001388,0.139035,2.841642
14.893000,-0.442230,-0.592356,2.831721,0.001388,0.150126,2.841642
14.905000,-0.439500,-0.591370,2.828590,0.001388,0.151869,2.841642
14.916000,-0.433100,-0.590622,2.826217,0.001388,0.157523,2.796536
14.927000,-0.436752,-0.589378,2.822265,0.001388,0.152626,2.841642
14.938000,-0.437167,-0.588173,2.818439,0.001388,0.151005,2.796536
14.951000,-0.449535,-0.586035,2.811653,0.001388,0.136500,2.796536
14.964000,-0.457601,-0.583871,2.804781,0.001388,0.126270,2.796536
14.974000,-0.462194,-0.582075,2.799081,0.001387,0.119881,2.796536
14.988000,-0.462885,-0.579693,2.791517,0.001388,0.116808,2.796536
15.001000,-0.448385,-0.578096,2.786447,0.001388,0.129711,2.796536
15.013000,-0.440951,-0.576112,2.780147,0.001387,0.135161,2.796536
15.024000,-0.430879,-0.574334,2.774502,0.001387,0.143454,2.751431
15.034000,-0.419275,-0.572800,2.769634,0.001388,0.153525,2.796536
15.044000,-0.422049,-0.571839,2.766584,0.001388,0.149790,2.751431
15.054000,-0.433670,-0.570291,2.761668,0.001388,0.136621,2.751431
15.065000,-0.428590,-0.569101,2.757889,0.001388,0.140510,2.751431
15.076000,-0.419955,-0.567978,2.754323,0.001387,0.148023,2.796536
15.086000,-0.436819,-0.566937,2.751018,0.001387,0.130118,2.751431
15.099000,-0.434659,-0.564973,2.744784,0.001388,0.130314,2.751431
15.109000,-0.429756,-0.563453,2.739959,0.001387,0.133697,2.751431
15.119000,-0.422439,-0.561988,2.735307,0.001387,0.139549,2.751431
15.129000,-0.427119,-0.560994,2.732151,0.001387,0.133876,2.706325
15.139000,-0.413314,-0.559586,2.727680,0.001387,0.146272,2.706325
15.148000,-0.426606,-0.558268,2.723497,0.001388,0.131662,2.706325
15.157000,-0.420384,-0.557464,2.720944,0.001388,0.137080,2.706325
15.167000,-0.427528,-0.555994,2.716276,0.001388,0.128466,2.706325
15.177000,-0.431545,-0.554479,2.711467,0.001388,0.122934,2.706325
15.187000,-0.432475,-0.552951,2.706615,0.001388,0.120477,2.706325
15.198000,-0.430519,-0.551270,2.701278,0.001388,0.120751,2.706325
15.209000,-0.436649,-0.550170,2.697784,0.001388,0.113520,2.706325
15.228000,-0.427076,-0.547426,2.689074,0.001388,0.120350,2.706325
15.241000,-0.428617,-0.546090,2.684834,0.001388,0.117474,2.706325
15.251000,-0.426497,-0.544089,2.678480,0.001388,0.117592,2.706325
15.263000,-0.422294,-0.542905,2.674720,0.001388,0.120611,2.661220
15.275000,-0.428739,-0.541160,2.669178,0.001387,0.112421,2.661220
15.285000,-0.432233,-0.539623,2.664299,0.001387,0.107389,2.661220
15.295000,-0.447675,-0.538560,2.660924,0.001388,0.090884,2.661220
15.306000,-0.430520,-0.537324,2.657000,0.001388,0.106804,2.616114
15.316000,-0.424554,-0.535813,2.652205,0.001388,0.111259,2.661220
15.326000,-0.415766,-0.534364,2.647604,0.001388,0.118598,2.661220
15.336000,-0.404729,-0.533006,2.643291,0.001388,0.128277,2.661220
15.347000,-0.404628,-0.532053,2.640266,0.001388,0.127425,2.616114
15.358000,-0.416432,-0.530586,2.635608,0.001388,0.114154,2.661220
15.368000,-0.425519,-0.529164,2.631093,0.001388,0.103644,2.616114
15.379000,-0.432533,-0.527534,2.625918,0.001388,0.095001,2.616114
15.389000,-0.437208,-0.525981,2.620990,0.001388,0.088774,2.616114
15.402000,-0.439017,-0.523971,2.614606,0.001388,0.084953,2.616114
15.414000,-0.437839,-0.522074,2.608584,0.001388,0.084235,2.616114
15.427000,-0.448174,-0.520500,2.603588,0.001388,0.072326,2.616114
15.437000,-0.440934,-0.518808,2.598216,0.001388,0.077874,2.571009
15.447000,-0.445265,-0.517679,2.594632,0.001388,0.072414,2.616114
15.459000,-0.430094,-0.515803,2.588676,0.001388,0.085709,2.571009
15.470000,-0.411800,-0.514211,2.583620,0.001388,0.102411,2.616114
15.482000,-0.419479,-0.513661,2.581873,0.001388,0.094181,2.571009
15.496000,-0.408035,-0.511192,2.574036,0.001388,0.103157,2.571009
15.509000,-0.407472,-0.509428,2.568435,0.001388,0.101956,2.571009
15.519000,-0.419671,-0.508579,2.565738,0.001388,0.088908,2.525904
15.529000,-0.426568,-0.507557,2.562494,0.001388,0.080989,2.571009
15.540000,-0.444305,-0.505816,2.556967,0.001388,0.061511,2.571009
15.551000,-0.431129,-0.503948,2.551038,0.001388,0.072820,2.571009
15.560000,-0.416791,-0.502508,2.546464,0.001388,0.085717,2.571009
15.570000,-0.412046,-0.501487,2.543223,0.001388,0.089441,2.525904
15.580000,-0.420495,-0.500015,2.538550,0.001388,0.079520,2.525904
15.590000,-0.409411,-0.498987,2.535285,0.001388,0.089576,2.525904
15.600000,-0.412367,-0.497540,2.530693,0.001388,0.085173,2.525904
15.610000,-0.422750,-0.496518,2.527448,0.001388,0.073768,2.525904
15.622000,-0.420603,-0.494680,2.521612,0.001388,0.074077,2.525904
15.634000,-0.415803,-0.492933,2.516066,0.001388,0.077131,2.525904
15.645000,-0.408396,-0.491402,2.511206,0.001388,0.083006,2.480798
15.657000,-0.407421,-0.490263,2.507588,0.001388,0.082842,2.525904
15.668000,-0.411123,-0.488179,2.500972,0.001388,0.077056,2.480798
15.680000,-0.405102,-0.487074,2.497464,0.001388,0.081972,2.525904
15.692000,-0.413084,-0.485390,2.492116,0.001388,0.072306,2.525904
15.704000,-0.401731,-0.484297,2.488648,0.001388,0.082567,2.435693
15.716000,-0.403593,-0.482658,2.483443,0.001388,0.079065,2.525904
15.738000,-0.401259,-0.479748,2.474204,0.001388,0.078489,2.480798
15.756000,-0.395036,-0.477387,2.466708,0.001388,0.082350,2.435693
15.770000,-0.395736,-0.474984,2.459080,0.001388,0.079248,2.435693
15.782000,-0.402714,-0.473892,2.455613,0.001387,0.071178,2.435693
15.793000,-0.388868,-0.472403,2.450885,0.001388,0.083535,2.480798
15.802000,-0.390138,-0.471727,2.448738,0.001388,0.081589,2.480798
15.813000,-0.387216,-0.470781,2.445735,0.001388,0.083565,2.435693
15.823000,-0.391650,-0.469465,2.441556,0.001388,0.077814,2.435693
15.833000,-0.393841,-0.468114,2.437269,0.001388,0.074273,2.435693
15.844000,-0.393768,-0.466621,2.432528,0.001388,0.072853,2.435693
15.856000,-0.391460,-0.465010,2.427412,0.001388,0.073550,2.390587
15.868000,-0.386812,-0.463420,2.422364,0.001388,0.076608,2.435693
15.873000,-0.394177,-0.463139,2.421472,0.001388,0.068962,2.435693
15.880000,-0.384298,-0.462150,2.418335,0.001388,0.077852,2.435693
15.892000,-0.388248,-0.460131,2.411924,0.001388,0.071884,2.390587
15.905000,-0.385008,-0.458926,2.408096,0.001388,0.073918,2.435693
15.917000,-0.395395,-0.457314,2.402980,0.001388,0.061920,2.390587
15.929000,-0.386191,-0.456216,2.399495,0.001388,0.070025,2.390587
15.940000,-0.372555,-0.455379,2.396835,0.001388,0.082824,2.390587
15.952000,-0.391600,-0.453230,2.390012,0.001388,0.061630,2.390587
15.966000,-0.371893,-0.452123,2.386500,0.001388,0.080230,2.390587
15.980000,-0.365713,-0.450537,2.381464,0.001388,0.084825,2.390587
15.993000,-0.382892,-0.449044,2.376722,0.001388,0.066152,2.390587
16.005000,-0.384354,-0.446881,2.369856,0.001388,0.062527,2.345482
16.017000,-0.395088,-0.445395,2.365137,0.001388,0.050307,2.390587
16.033000,-0.375537,-0.443254,2.358341,0.001388,0.067718,2.345482
16.045000,-0.367334,-0.442318,2.355367,0.001387,0.074983,2.345482
16.057000,-0.382457,-0.441390,2.352424,0.001387,0.058933,2.345482
16.068000,-0.370572,-0.439503,2.346432,0.001388,0.068931,2.345482
16.080000,-0.369063,-0.438078,2.341906,0.001388,0.069014,2.345482
16.091000,-0.377196,-0.437220,2.339183,0.001388,0.060024,2.345482
16.103000,-0.384268,-0.435266,2.332978,0.001388,0.050997,2.345482
16.115000,-0.387786,-0.434165,2.329485,0.001388,0.046379,2.300377
16.127000,-0.377425,-0.432619,2.324576,0.001388,0.055194,2.345482
16.138000,-0.365157,-0.431292,2.320364,0.001388,0.066135,2.345482
16.150000,-0.364357,-0.429390,2.314324,0.001388,0.065033,2.300377
16.162000,-0.359559,-0.428529,2.311590,0.001388,0.068970,2.300377
16.174000,-0.365591,-0.427144,2.307192,0.001388,0.061552,2.300377
16.185000,-0.369307,-0.425833,2.303031,0.001388,0.056526,2.300377
16.197000,-0.370612,-0.424379,2.298414,0.001388,0.053766,2.300377
16.208000,-0.381480,-0.423532,2.295726,0.001388,0.042052,2.300377
16.220000,-0.377105,-0.422005,2.290878,0.001388,0.044900,2.300377
16.239000,-0.383825,-0.420203,2.285158,0.001388,0.036378,2.255271
16.260000,-0.391611,-0.418103,2.278490,0.001388,0.026493,2.300377
16.274000,-0.387008,-0.415723,2.270933,0.001388,0.028715,2.255271
16.286000,-0.387566,-0.414744,2.267823,0.001387,0.027177,2.300377
16.297000,-0.376288,-0.412831,2.261751,0.001388,0.036543,2.255271
16.307000,-0.380337,-0.411569,2.257744,0.001388,0.031232,2.210166
16.318000,-0.381936,-0.410168,2.253296,0.001388,0.028232,2.300377
16.329000,-0.381338,-0.408768,2.248851,0.001388,0.027430,2.255271
16.339000,-0.378565,-0.407514,2.244869,0.001388,0.028948,2.210166
16.350000,-0.373343,-0.406172,2.240610,0.001388,0.032829,2.255271
16.361000,-0.380536,-0.405299,2.237838,0.001388,0.024763,2.210166
16.371000,-0.381891,-0.403561,2.232321,0.001388,0.021671,2.255271
16.382000,-0.383203,-0.402644,2.229409,0.001388,0.019441,2.255271
16.392000,-0.380437,-0.401864,2.226933,0.001388,0.021427,2.255271
16.403000,-0.387722,-0.400453,2.222452,0.001388,0.012731,2.210166
16.415000,-0.392814,-0.398867,2.217416,0.001388,0.006053,2.210166
16.427000,-0.395252,-0.397244,2.212265,0.001388,0.001992,2.210166
16.439000,-0.395291,-0.395609,2.207075,0.001388,0.000318,2.210166
16.450000,-0.392665,-0.394109,2.202312,0.001388,0.001445,2.165060
16.462000,-0.387482,-0.392518,2.197260,0.001388,0.005035,2.210166
16.474000,-0.379439,-0.390999,2.192438,0.001388,0.011560,2.165060
16.486000,-0.396374,-0.389395,2.187345,0.001388,-0.006979,2.165060
16.499000,-0.379541,-0.387671,2.181872,0.001388,0.008130,2.210166
16.510000,-0.388161,-0.386356,2.177696,0.001388,-0.001805,2.165060
16.524000,-0.365444,-0.384618,2.172179,0.001388,0.019174,2.210166
16.538000,-0.354007,-0.382571,2.165678,0.001388,0.028563,2.165060
16.549000,-0.369502,-0.380941,2.160504,0.001388,0.011439,2.165060
16.559000,-0.355093,-0.380349,2.158625,0.001388,0.025256,2.165060
16.569000,-0.363288,-0.379820,2.156946,0.001388,0.016532,2.165060
16.581000,-0.382693,-0.378450,2.152595,0.001388,-0.004243,2.165060
16.592000,-0.373100,-0.377069,2.148212,0.001388,0.003969,2.119955
16.603000,-0.376321,-0.375271,2.142504,0.001388,-0.001049,2.165060
16.615000,-0.362336,-0.373854,2.138003,0.001388,0.011517,2.119955
16.627000,-0.345705,-0.372568,2.133921,0.001388,0.026863,2.119955
16.640000,-0.337663,-0.371794,2.131464,0.001388,0.034131,2.119955
16.651000,-0.341991,-0.370750,2.128149,0.001388,0.028759,2.119955
16.663000,-0.343770,-0.369568,2.124396,0.001388,0.025798,2.119955
16.674000,-0.342916,-0.368486,2.120960,0.001388,0.025570,2.119955
16.686000,-0.339666,-0.367314,2.117239,0.001388,0.027647,2.119955
16.698000,-0.349546,-0.365590,2.111768,0.001388,0.016044,2.119955
16.710000,-0.342030,-0.364380,2.107924,0.001388,0.022350,2.119955
16.722000,-0.347155,-0.362635,2.102386,0.001388,0.015481,2.074849
16.743000,-0.359618,-0.360368,2.095186,0.001388,0.000750,2.119955
16.754000,-0.358078,-0.359687,2.093026,0.001388,0.001610,2.074849
16.767000,-0.366633,-0.358186,2.088262,0.001388,-0.008446,2.119955
16.781000,-0.359884,-0.357095,2.084796,0.001387,-0.002789,2.119955
16.793000,-0.348431,-0.355232,2.078881,0.001388,0.006801,2.074849
16.805000,-0.348935,-0.353973,2.074885,0.001388,0.005038,2.074849
16.817000,-0.347150,-0.352710,2.070873,0.001388,0.005559,2.029744
16.829000,-0.343097,-0.351468,2.066929,0.001388,0.008370,2.029744
16.841000,-0.336651,-0.350272,2.063133,0.001388,0.013621,2.074849
16.853000,-0.353643,-0.349032,2.059197,0.001388,-0.004611,2.074849
16.865000,-0.342625,-0.347779,2.055218,0.001388,0.005153,2.074849
16.877000,-0.354898,-0.346501,2.051163,0.001388,-0.008396,2.074849
16.888000,-0.364164,-0.345234,2.047139,0.001388,-0.018930,2.029744
16.900000,-0.358361,-0.343338,2.041121,0.001388,-0.015023,2.029744
16.912000,-0.363763,-0.341941,2.036683,0.001388,-0.021822,2.029744
16.924000,-0.366643,-0.340500,2.032109,0.001388,-0.026143,2.029744
16.935000,-0.367394,-0.339155,2.027839,0.001388,-0.028239,2.029744
16.947000,-0.365694,-0.337700,2.023219,0.001388,-0.027994,2.029744
16.959000,-0.361520,-0.336274,2.018693,0.001388,-0.025246,2.029744
16.974000,-0.354497,-0.334577,2.013304,0.001388,-0.019920,2.029744
16.988000,-0.358740,-0.332393,2.006369,0.001388,-0.026347,1.984639
17.000000,-0.359123,-0.331592,2.003827,0.001388,-0.027531,1.984639
17.012000,-0.369791,-0.330172,1.999320,0.001388,-0.039619,1.984639
17.026000,-0.351032,-0.328545,1.994152,0.001388,-0.022487,1.984639
17.039000,-0.342937,-0.327701,1.991473,0.001388,-0.015236,2.029744
17.051000,-0.331877,-0.326010,1.986106,0.001388,-0.005866,1.984639
17.063000,-0.332169,-0.324900,1.982580,0.001388,-0.007269,1.984639
17.075000,-0.343258,-0.323233,1.977289,0.001388,-0.020025,1.984639
17.087000,-0.352544,-0.321472,1.971698,0.001388,-0.031072,1.984639
17.098000,-0.359807,-0.320742,1.969380,0.001388,-0.039065,1.939533
17.109000,-0.351497,-0.319548,1.965588,0.001388,-0.031949,1.984639
17.121000,-0.352859,-0.318761,1.963091,0.001388,-0.034097,1.939533
17.135000,-0.338802,-0.317315,1.958501,0.001388,-0.021487,1.939533
17.147000,-0.335141,-0.315656,1.953234,0.001388,-0.019485,1.984639
17.159000,-0.342605,-0.314490,1.949532,0.001388,-0.028114,1.939533
17.172000,-0.334418,-0.312707,1.943870,0.001388,-0.021711,1.939533
17.183000,-0.337821,-0.311673,1.940586,0.001388,-0.026148,1.939533
17.195000,-0.338616,-0.310515,1.936911,0.001388,-0.028101,1.939533
17.207000,-0.336944,-0.309372,1.933283,0.001388,-0.027571,1.939533
17.218000,-0.319772,-0.307884,1.928558,0.001388,-0.011887,1.939533
17.230000,-0.312947,-0.306958,1.925616,0.001388,-0.005990,1.939533
17.251000,-0.315806,-0.304616,1.918181,0.001388,-0.011190,1.894428
17.262000,-0.317425,-0.303232,1.913788,0.001388,-0.014193,1.894428
17.274000,-0.331539,-0.302181,1.910451,0.001388,-0.029358,1.939533
17.288000,-0.342247,-0.300830,1.906161,0.001388,-0.041417,1.894428
17.299000,-0.338857,-0.300309,1.904506,0.001388,-0.038549,1.939533
17.310000,-0.343177,-0.299249,1.901141,0.001388,-0.043928,1.894428
17.320000,-0.330325,-0.297789,1.896508,0.001388,-0.032536,1.894428
17.331000,-0.316700,-0.296361,1.891972,0.001388,-0.020339,1.894428
17.342000,-0.301541,-0.295055,1.887827,0.001388,-0.006486,1.849322
17.352000,-0.299416,-0.293444,1.882711,0.001388,-0.005973,1.894428
17.363000,-0.306531,-0.293217,1.881992,0.001388,-0.013314,1.849322
17.378000,-0.311693,-0.291536,1.876654,0.001388,-0.020157,1.894428
17.390000,-0.315205,-0.290117,1.872150,0.001388,-0.025087,1.894428
17.402000,-0.315245,-0.289677,1.870753,0.001388,-0.025568,1.849322
17.414000,-0.326078,-0.288685,1.867602,0.001388,-0.037394,1.894428
17.425000,-0.322022,-0.287276,1.863129,0.001388,-0.034747,1.849322
17.437000,-0.328263,-0.286248,1.859866,0.001388,-0.042015,1.849322
17.448000,-0.320133,-0.284828,1.855356,0.001388,-0.035305,1.849322
17.462000,-0.309696,-0.283193,1.850166,0.001388,-0.026503,1.894428
17.474000,-0.297596,-0.281871,1.845970,0.001388,-0.015724,1.849322
17.486000,-0.295363,-0.281159,1.843708,0.001388,-0.014205,1.849322
17.498000,-0.304347,-0.279899,1.839710,0.001388,-0.024447,1.849322
17.509000,-0.311277,-0.278646,1.835731,0.001388,-0.032631,1.804217
17.524000,-0.300994,-0.277524,1.832169,0.001388,-0.023470,1.804217
17.536000,-0.302413,-0.276216,1.828016,0.001388,-0.026197,1.804217
17.551000,-0.301187,-0.275659,1.826248,0.001388,-0.025528,1.804217
17.564000,-0.297477,-0.274233,1.821719,0.001388,-0.023244,1.849322
17.575000,-0.304566,-0.273507,1.819415,0.001388,-0.031059,1.849322
17.588000,-0.309900,-0.272516,1.816269,0.001388,-0.037383,1.849322
17.600000,-0.325832,-0.271041,1.811585,0.001388,-0.054791,1.849322
17.611000,-0.314377,-0.269673,1.807241,0.001388,-0.044704,1.759111
17.623000,-0.327592,-0.268141,1.802378,0.001389,-0.059451,1.804217
17.635000,-0.313098,-0.266697,1.797794,0.001388,-0.046401,1.804217
17.647000,-0.309054,-0.265806,1.794964,0.001389,-0.043248,1.759111
17.659000,-0.316073,-0.264396,1.790489,0.001388,-0.051677,1.759111
17.670000,-0.320321,-0.264037,1.789348,0.001388,-0.056284,1.804217
17.683000,-0.323161,-0.262467,1.784364,0.001388,-0.060694,1.759111
17.694000,-0.323792,-0.261086,1.779981,0.001389,-0.062705,1.804217
17.706000,-0.322727,-0.259592,1.775236,0.001388,-0.063136,1.804217
17.717000,-0.306344,-0.258859,1.772909,0.001388,-0.047485,1.804217
17.728000,-0.313551,-0.258132,1.770602,0.001388,-0.055418,1.759111
17.740000,-0.318647,-0.257276,1.767884,0.001388,-0.061371,1.759111
17.760000,-0.326123,-0.255586,1.762517,0.001388,-0.070538,1.759111
17.774000,-0.339244,-0.253793,1.756826,0.001389,-0.085451,1.759111
17.788000,-0.349001,-0.251890,1.750784,0.001388,-0.097110,1.759111
17.804000,-0.337117,-0.249227,1.742328,0.001388,-0.087890,1.714006
17.814000,-0.341929,-0.247747,1.737629,0.001388,-0.094182,1.759111
17.827000,-0.334321,-0.246544,1.733811,0.001388,-0.087777,1.714006
17.837000,-0.324923,-0.245731,1.731229,0.001388,-0.079192,1.714006
17.847000,-0.312740,-0.245020,1.728973,0.001388,-0.067720,1.714006
17.857000,-0.297422,-0.244420,1.727067,0.001388,-0.053001,1.759111
17.867000,-0.318725,-0.243283,1.723458,0.001389,-0.075442,1.714006
17.877000,-0.310236,-0.242119,1.719761,0.001388,-0.068117,1.759111
17.887000,-0.315134,-0.241437,1.717595,0.001388,-0.073697,1.714006
17.897000,-0.330454,-0.240202,1.713675,0.001388,-0.090252,1.714006
17.908000,-0.330227,-0.238358,1.707820,0.001388,-0.091869,1.668901
17.918000,-0.315809,-0.237154,1.703997,0.001388,-0.078656,1.714006
17.928000,-0.327823,-0.235924,1.700094,0.001388,-0.091899,1.714006
17.939000,-0.322040,-0.235065,1.697366,0.001388,-0.086975,1.714006
17.950000,-0.312850,-0.234295,1.694921,0.001388,-0.078555,1.714006
17.960000,-0.300115,-0.233747,1.693180,0.001388,-0.066368,1.668901
17.971000,-0.301174,-0.232601,1.689543,0.001388,-0.068573,1.668901
17.984000,-0.299822,-0.231265,1.685301,0.001388,-0.068557,1.668901
17.996000,-0.295299,-0.230098,1.681595,0.001388,-0.065201,1.668901
18.008000,-0.300029,-0.229510,1.679728,0.001388,-0.070519,1.668901
18.020000,-0.302191,-0.228888,1.677756,0.001388,-0.073302,1.714006
18.032000,-0.304617,-0.227046,1.671907,0.001388,-0.077571,1.668901
18.046000,-0.289113,-0.225593,1.667293,0.001388,-0.063520,1.668901
18.062000,-0.284834,-0.223602,1.660973,0.001388,-0.061231,1.668901
18.073000,-0.294005,-0.222655,1.657965,0.001388,-0.071350,1.668901
18.086000,-0.300335,-0.221418,1.654038,0.001389,-0.078918,1.668901
18.096000,-0.292110,-0.220897,1.652385,0.001388,-0.071213,1.623795
18.107000,-0.294824,-0.219837,1.649020,0.001389,-0.074987,1.668901
18.117000,-0.281529,-0.219343,1.647449,0.001388,-0.062186,1.623795
18.127000,-0.292023,-0.218891,1.646015,0.001388,-0.073132,1.623795
18.138000,-0.299848,-0.218247,1.643971,0.001388,-0.081601,1.668901
18.148000,-0.319668,-0.217127,1.640416,0.001388,-0.102540,1.668901
18.159000,-0.323289,-0.216249,1.637626,0.001388,-0.107040,1.623795
18.169000,-0.312936,-0.215022,1.633732,0.001388,-0.097914,1.623795
18.182000,-0.301918,-0.213597,1.629207,0.001388,-0.088321,1.623795
18.194000,-0.288291,-0.212391,1.625380,0.001388,-0.075900,1.623795
18.205000,-0.288266,-0.210839,1.620452,0.001388,-0.077427,1.623795
18.217000,-0.298500,-0.209634,1.616625,0.001388,-0.088866,1.623795
18.228000,-0.306999,-0.208450,1.612865,0.001388,-0.098549,1.623795
18.240000,-0.313641,-0.207102,1.608585,0.001388,-0.106540,1.578690
18.251000,-0.318704,-0.205802,1.604458,0.001388,-0.112902,1.578690
18.271000,-0.304990,-0.204268,1.599589,0.001388,-0.100722,1.623795
18.286000,-0.304020,-0.202694,1.594591,0.001388,-0.101326,1.623795
18.298000,-0.301031,-0.201441,1.590615,0.001388,-0.099589,1.623795
18.315000,-0.311332,-0.200243,1.586809,0.001388,-0.111089,1.578690
18.326000,-0.319644,-0.199552,1.584616,0.001387,-0.120092,1.578690
18.336000,-0.307547,-0.198416,1.581008,0.001387,-0.109131,1.578690
18.346000,-0.304630,-0.196802,1.575887,0.001388,-0.107828,1.578690
18.359000,-0.289910,-0.195512,1.571789,0.001388,-0.094398,1.578690
18.370000,-0.284573,-0.193988,1.566952,0.001388,-0.090585,1.533584
18.382000,-0.294588,-0.192816,1.563231,0.001388,-0.101771,1.533584
18.393000,-0.292591,-0.192206,1.561294,0.001388,-0.100385,1.533584
18.403000,-0.288134,-0.191741,1.559817,0.001388,-0.096393,1.533584
18.413000,-0.291881,-0.190789,1.556796,0.001388,-0.101092,1.578690
18.424000,-0.293612,-0.189717,1.553390,0.001388,-0.103895,1.578690
18.435000,-0.293266,-0.188648,1.549997,0.001388,-0.104618,1.578690
18.445000,-0.291006,-0.187685,1.546941,0.001388,-0.103320,1.578690
18.455000,-0.286879,-0.186752,1.543979,0.001388,-0.100127,1.533584
18.465000,-0.294934,-0.186288,1.542506,0.001388,-0.108645,1.533584
18.476000,-0.285181,-0.185277,1.539296,0.001388,-0.099903,1.533584
18.486000,-0.302766,-0.184259,1.536063,0.001388,-0.118507,1.533584
18.497000,-0.306195,-0.182482,1.530422,0.001388,-0.123712,1.533584
18.508000,-0.290392,-0.181395,1.526970,0.001388,-0.108997,1.533584
